BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
N2                                                              
cross_section_air_IST_Lisbon.txt
--------------------------------------------------
O2                                                              
cross_section_air_IST_Lisbon.txt
 
 
 
 Transport coefficients
A1     Mean energy (eV)                                                
A2     Mobility *N (1/m/V/s)                                           
A6     Diffusion coefficient *N (1/m/s)                                
A11    Energy mobility *N (1/m/V/s)                                    
A12    Energy diffusion coef. D*N (1/m/s)                              
A13    Total collision freq. /N (m3/s)                                 
A14    Momentum frequency /N (m3/s)                                    
A16    Total ionization freq. /N (m3/s)                                
A17    Total attachment freq. /N (m3/s)                                
A18    Townsend ioniz. coef. alpha/N (m2)                              
A19    Townsend attach. coef. eta/N (m2)                               
A20    Power /N (eV m3/s)                                              
A21    Elastic power loss /N (eV m3/s)                                 
A22    Inelastic power loss /N (eV m3/s)                               
A23    Growth power /N (eV m3/s)                                       
A27    Maximum energy                                                  
A28    # of iterations                                                 
A29    # of grid trials                                                
          R#    E/N (Td)      A1          A2          A6         A11         A12         A13         A14         A16         A17         A18         A19         A20         A21         A22         A23         A27         A28         A29    
         610   67.43       1.562      0.9607E-13  0.4025E-14  0.2174E-14  0.1425E-14  0.7662E-15  0.5434E-15  0.3392E-15  0.1439E-15  0.4876E-16  0.9764E-17  0.2407E-17  0.1449E-17  0.5036E-17  0.1976E-16  0.1178E-16  0.3437E-17  0.2944E-17  0.2277E-17  0.4741E-17  0.2853E-17  0.2838E-17  0.2693E-18  0.5349E-19  0.3210E-18  0.1309E-19  0.5928E-22  0.4740E-17  0.4682E-13  0.3252E-15  0.1355E-15  0.4729E-16  0.2045E-16  0.1185E-15  0.2359E-16  0.4456E-16  0.7286E-16  0.1064E-15  0.7019E-19  0.1214E-20  0.3045E-18
         611   67.89       1.574      0.9645E-13  0.4044E-14  0.2186E-14  0.1434E-14  0.7732E-15  0.5492E-15  0.3441E-15  0.1464E-15  0.4978E-16  0.9991E-17  0.2467E-17  0.1506E-17  0.5240E-17  0.2056E-16  0.1227E-16  0.3586E-17  0.3074E-17  0.2379E-17  0.4958E-17  0.2985E-17  0.3008E-17  0.2834E-18  0.5697E-19  0.3440E-18  0.1428E-19  0.6625E-22  0.4883E-17  0.4695E-13  0.3276E-15  0.1366E-15  0.4794E-16  0.2084E-16  0.1209E-15  0.2417E-16  0.4599E-16  0.7537E-16  0.1108E-15  0.7389E-19  0.1315E-20  0.3244E-18
         612   68.37       1.586      0.9684E-13  0.4063E-14  0.2198E-14  0.1443E-14  0.7803E-15  0.5551E-15  0.3491E-15  0.1490E-15  0.5080E-16  0.1022E-16  0.2528E-17  0.1564E-17  0.5451E-17  0.2138E-16  0.1278E-16  0.3741E-17  0.3209E-17  0.2485E-17  0.5183E-17  0.3122E-17  0.3187E-17  0.2980E-18  0.6066E-19  0.3684E-18  0.1558E-19  0.7398E-22  0.5030E-17  0.4707E-13  0.3301E-15  0.1377E-15  0.4862E-16  0.2125E-16  0.1234E-15  0.2477E-16  0.4746E-16  0.7795E-16  0.1154E-15  0.7776E-19  0.1424E-20  0.3455E-18
         613   68.84       1.599      0.9722E-13  0.4081E-14  0.2210E-14  0.1451E-14  0.7873E-15  0.5609E-15  0.3540E-15  0.1515E-15  0.5184E-16  0.1045E-16  0.2589E-17  0.1624E-17  0.5668E-17  0.2223E-16  0.1331E-16  0.3901E-17  0.3349E-17  0.2595E-17  0.5417E-17  0.3264E-17  0.3375E-17  0.3133E-18  0.6456E-19  0.3945E-18  0.1698E-19  0.8255E-22  0.5180E-17  0.4720E-13  0.3327E-15  0.1389E-15  0.4931E-16  0.2167E-16  0.1259E-15  0.2537E-16  0.4895E-16  0.8059E-16  0.1201E-15  0.8181E-19  0.1541E-20  0.3679E-18
         614   69.32       1.612      0.9764E-13  0.4101E-14  0.2223E-14  0.1461E-14  0.7944E-15  0.5668E-15  0.3590E-15  0.1541E-15  0.5292E-16  0.1070E-16  0.2656E-17  0.1689E-17  0.5904E-17  0.2315E-16  0.1387E-16  0.4074E-17  0.3500E-17  0.2714E-17  0.5670E-17  0.3418E-17  0.3579E-17  0.3298E-18  0.6881E-19  0.4230E-18  0.1854E-19  0.9236E-22  0.5342E-17  0.4734E-13  0.3354E-15  0.1402E-15  0.5006E-16  0.2212E-16  0.1286E-15  0.2603E-16  0.5058E-16  0.8345E-16  0.1253E-15  0.8620E-19  0.1670E-20  0.3923E-18
         615   69.80       1.625      0.9803E-13  0.4119E-14  0.2235E-14  0.1469E-14  0.8013E-15  0.5726E-15  0.3640E-15  0.1567E-15  0.5398E-16  0.1094E-16  0.2719E-17  0.1753E-17  0.6136E-17  0.2406E-16  0.1443E-16  0.4245E-17  0.3651E-17  0.2833E-17  0.5923E-17  0.3571E-17  0.3786E-17  0.3464E-18  0.7318E-19  0.4525E-18  0.2018E-19  0.1029E-21  0.5497E-17  0.4747E-13  0.3382E-15  0.1414E-15  0.5079E-16  0.2256E-16  0.1312E-15  0.2666E-16  0.5215E-16  0.8622E-16  0.1303E-15  0.9062E-19  0.1805E-20  0.4173E-18
         616   70.28       1.638      0.9843E-13  0.4137E-14  0.2246E-14  0.1478E-14  0.8082E-15  0.5784E-15  0.3690E-15  0.1593E-15  0.5504E-16  0.1118E-16  0.2783E-17  0.1819E-17  0.6375E-17  0.2499E-16  0.1501E-16  0.4423E-17  0.3806E-17  0.2955E-17  0.6184E-17  0.3729E-17  0.4004E-17  0.3637E-18  0.7778E-19  0.4838E-18  0.2196E-19  0.1146E-21  0.5656E-17  0.4761E-13  0.3409E-15  0.1427E-15  0.5154E-16  0.2302E-16  0.1339E-15  0.2729E-16  0.5375E-16  0.8907E-16  0.1355E-15  0.9524E-19  0.1951E-20  0.4437E-18
         617   70.77       1.652      0.9883E-13  0.4154E-14  0.2258E-14  0.1486E-14  0.8151E-15  0.5842E-15  0.3740E-15  0.1619E-15  0.5611E-16  0.1142E-16  0.2848E-17  0.1887E-17  0.6622E-17  0.2596E-16  0.1561E-16  0.4606E-17  0.3967E-17  0.3082E-17  0.6456E-17  0.3894E-17  0.4233E-17  0.3817E-18  0.8264E-19  0.5171E-18  0.2388E-19  0.1275E-21  0.5818E-17  0.4775E-13  0.3438E-15  0.1440E-15  0.5231E-16  0.2348E-16  0.1366E-15  0.2795E-16  0.5538E-16  0.9198E-16  0.1409E-15  0.1001E-18  0.2106E-20  0.4717E-18
         618   71.26       1.666      0.9924E-13  0.4172E-14  0.2269E-14  0.1495E-14  0.8219E-15  0.5900E-15  0.3790E-15  0.1645E-15  0.5720E-16  0.1167E-16  0.2913E-17  0.1956E-17  0.6876E-17  0.2695E-16  0.1623E-16  0.4796E-17  0.4134E-17  0.3214E-17  0.6737E-17  0.4064E-17  0.4474E-17  0.4005E-18  0.8778E-19  0.5524E-18  0.2595E-19  0.1417E-21  0.5982E-17  0.4789E-13  0.3467E-15  0.1453E-15  0.5310E-16  0.2395E-16  0.1394E-15  0.2861E-16  0.5705E-16  0.9496E-16  0.1465E-15  0.1051E-18  0.2273E-20  0.5012E-18
         619   71.76       1.680      0.9965E-13  0.4189E-14  0.2281E-14  0.1503E-14  0.8287E-15  0.5958E-15  0.3840E-15  0.1671E-15  0.5829E-16  0.1192E-16  0.2980E-17  0.2028E-17  0.7139E-17  0.2797E-16  0.1686E-16  0.4992E-17  0.4306E-17  0.3350E-17  0.7028E-17  0.4241E-17  0.4726E-17  0.4200E-18  0.9319E-19  0.5899E-18  0.2819E-19  0.1575E-21  0.6150E-17  0.4804E-13  0.3497E-15  0.1467E-15  0.5391E-16  0.2444E-16  0.1422E-15  0.2928E-16  0.5875E-16  0.9801E-16  0.1522E-15  0.1103E-18  0.2452E-20  0.5323E-18
         620   72.25       1.694      0.1001E-12  0.4207E-14  0.2292E-14  0.1511E-14  0.8354E-15  0.6015E-15  0.3890E-15  0.1697E-15  0.5938E-16  0.1217E-16  0.3047E-17  0.2102E-17  0.7409E-17  0.2902E-16  0.1752E-16  0.5194E-17  0.4485E-17  0.3491E-17  0.7329E-17  0.4424E-17  0.4990E-17  0.4402E-18  0.9889E-19  0.6297E-18  0.3061E-19  0.1748E-21  0.6320E-17  0.4818E-13  0.3528E-15  0.1481E-15  0.5474E-16  0.2494E-16  0.1450E-15  0.2996E-16  0.6049E-16  0.1011E-15  0.1582E-15  0.1158E-18  0.2644E-20  0.5652E-18
         621   72.75       1.708      0.1005E-12  0.4223E-14  0.2303E-14  0.1519E-14  0.8421E-15  0.6072E-15  0.3940E-15  0.1724E-15  0.6049E-16  0.1242E-16  0.3115E-17  0.2178E-17  0.7687E-17  0.3011E-16  0.1820E-16  0.5403E-17  0.4669E-17  0.3637E-17  0.7642E-17  0.4613E-17  0.5267E-17  0.4613E-18  0.1049E-18  0.6718E-18  0.3321E-19  0.1939E-21  0.6494E-17  0.4833E-13  0.3559E-15  0.1496E-15  0.5558E-16  0.2545E-16  0.1479E-15  0.3066E-16  0.6227E-16  0.1043E-15  0.1642E-15  0.1215E-18  0.2849E-20  0.5998E-18
         622   73.26       1.723      0.1009E-12  0.4240E-14  0.2314E-14  0.1527E-14  0.8488E-15  0.6129E-15  0.3990E-15  0.1750E-15  0.6160E-16  0.1268E-16  0.3183E-17  0.2256E-17  0.7973E-17  0.3122E-16  0.1890E-16  0.5619E-17  0.4859E-17  0.3787E-17  0.7965E-17  0.4809E-17  0.5557E-17  0.4832E-18  0.1112E-18  0.7165E-18  0.3602E-19  0.2150E-21  0.6670E-17  0.4848E-13  0.3592E-15  0.1510E-15  0.5645E-16  0.2597E-16  0.1509E-15  0.3136E-16  0.6408E-16  0.1076E-15  0.1705E-15  0.1274E-18  0.3069E-20  0.6363E-18
         623   73.77       1.738      0.1013E-12  0.4257E-14  0.2324E-14  0.1535E-14  0.8554E-15  0.6185E-15  0.4040E-15  0.1777E-15  0.6272E-16  0.1294E-16  0.3253E-17  0.2336E-17  0.8268E-17  0.3237E-16  0.1962E-16  0.5842E-17  0.5056E-17  0.3943E-17  0.8299E-17  0.5011E-17  0.5861E-17  0.5059E-18  0.1179E-18  0.7639E-18  0.3904E-19  0.2382E-21  0.6850E-17  0.4864E-13  0.3625E-15  0.1525E-15  0.5734E-16  0.2650E-16  0.1539E-15  0.3208E-16  0.6592E-16  0.1109E-15  0.1770E-15  0.1336E-18  0.3304E-20  0.6749E-18
         624   74.28       1.753      0.1017E-12  0.4273E-14  0.2335E-14  0.1543E-14  0.8619E-15  0.6242E-15  0.4090E-15  0.1804E-15  0.6385E-16  0.1320E-16  0.3323E-17  0.2418E-17  0.8572E-17  0.3355E-16  0.2036E-16  0.6071E-17  0.5259E-17  0.4104E-17  0.8645E-17  0.5221E-17  0.6178E-17  0.5295E-18  0.1249E-18  0.8140E-18  0.4230E-19  0.2637E-21  0.7032E-17  0.4879E-13  0.3658E-15  0.1541E-15  0.5825E-16  0.2704E-16  0.1569E-15  0.3281E-16  0.6780E-16  0.1143E-15  0.1836E-15  0.1401E-18  0.3555E-20  0.7154E-18
         625   74.80       1.768      0.1022E-12  0.4289E-14  0.2345E-14  0.1551E-14  0.8684E-15  0.6298E-15  0.4140E-15  0.1831E-15  0.6499E-16  0.1346E-16  0.3393E-17  0.2503E-17  0.8884E-17  0.3476E-16  0.2112E-16  0.6308E-17  0.5469E-17  0.4270E-17  0.9003E-17  0.5437E-17  0.6511E-17  0.5540E-18  0.1323E-18  0.8671E-18  0.4580E-19  0.2918E-21  0.7217E-17  0.4895E-13  0.3693E-15  0.1557E-15  0.5918E-16  0.2760E-16  0.1600E-15  0.3355E-16  0.6971E-16  0.1178E-15  0.1905E-15  0.1468E-18  0.3823E-20  0.7582E-18
         626   75.31       1.784      0.1026E-12  0.4305E-14  0.2356E-14  0.1558E-14  0.8749E-15  0.6353E-15  0.4190E-15  0.1857E-15  0.6613E-16  0.1372E-16  0.3464E-17  0.2590E-17  0.9204E-17  0.3601E-16  0.2191E-16  0.6553E-17  0.5686E-17  0.4441E-17  0.9373E-17  0.5661E-17  0.6859E-17  0.5793E-18  0.1401E-18  0.9232E-18  0.4956E-19  0.3226E-21  0.7406E-17  0.4911E-13  0.3728E-15  0.1573E-15  0.6013E-16  0.2817E-16  0.1631E-15  0.3430E-16  0.7166E-16  0.1214E-15  0.1976E-15  0.1538E-18  0.4110E-20  0.8031E-18
         627   75.84       1.800      0.1030E-12  0.4320E-14  0.2366E-14  0.1566E-14  0.8813E-15  0.6409E-15  0.4240E-15  0.1884E-15  0.6727E-16  0.1399E-16  0.3536E-17  0.2679E-17  0.9534E-17  0.3729E-16  0.2272E-16  0.6804E-17  0.5909E-17  0.4619E-17  0.9755E-17  0.5892E-17  0.7222E-17  0.6057E-18  0.1483E-18  0.9826E-18  0.5361E-19  0.3564E-21  0.7597E-17  0.4928E-13  0.3764E-15  0.1589E-15  0.6110E-16  0.2875E-16  0.1663E-15  0.3506E-16  0.7364E-16  0.1250E-15  0.2048E-15  0.1610E-18  0.4416E-20  0.8505E-18
         628   76.36       1.816      0.1035E-12  0.4335E-14  0.2376E-14  0.1573E-14  0.8876E-15  0.6464E-15  0.4290E-15  0.1911E-15  0.6842E-16  0.1426E-16  0.3609E-17  0.2770E-17  0.9873E-17  0.3860E-16  0.2355E-16  0.7064E-17  0.6139E-17  0.4801E-17  0.1015E-16  0.6130E-17  0.7602E-17  0.6329E-18  0.1569E-18  0.1045E-17  0.5796E-19  0.3935E-21  0.7791E-17  0.4944E-13  0.3801E-15  0.1606E-15  0.6209E-16  0.2934E-16  0.1695E-15  0.3583E-16  0.7566E-16  0.1287E-15  0.2123E-15  0.1686E-18  0.4742E-20  0.9003E-18
         629   76.89       1.832      0.1039E-12  0.4350E-14  0.2386E-14  0.1581E-14  0.8938E-15  0.6519E-15  0.4340E-15  0.1938E-15  0.6958E-16  0.1453E-16  0.3682E-17  0.2864E-17  0.1022E-16  0.3995E-16  0.2441E-16  0.7331E-17  0.6377E-17  0.4990E-17  0.1056E-16  0.6376E-17  0.7999E-17  0.6612E-18  0.1659E-18  0.1112E-17  0.6262E-19  0.4342E-21  0.7987E-17  0.4961E-13  0.3839E-15  0.1624E-15  0.6310E-16  0.2995E-16  0.1727E-15  0.3661E-16  0.7772E-16  0.1325E-15  0.2199E-15  0.1764E-18  0.5090E-20  0.9526E-18
         630   77.43       1.849      0.1043E-12  0.4365E-14  0.2395E-14  0.1588E-14  0.9000E-15  0.6573E-15  0.4389E-15  0.1965E-15  0.7074E-16  0.1480E-16  0.3755E-17  0.2961E-17  0.1058E-16  0.4134E-16  0.2529E-16  0.7606E-17  0.6622E-17  0.5184E-17  0.1098E-16  0.6630E-17  0.8414E-17  0.6904E-18  0.1753E-18  0.1182E-17  0.6763E-19  0.4788E-21  0.8187E-17  0.4978E-13  0.3878E-15  0.1641E-15  0.6414E-16  0.3056E-16  0.1760E-15  0.3740E-16  0.7981E-16  0.1363E-15  0.2278E-15  0.1846E-18  0.5460E-20  0.1008E-17
         631   77.96       1.866      0.1048E-12  0.4380E-14  0.2405E-14  0.1595E-14  0.9062E-15  0.6627E-15  0.4439E-15  0.1992E-15  0.7190E-16  0.1507E-16  0.3830E-17  0.3059E-17  0.1095E-16  0.4276E-16  0.2620E-16  0.7889E-17  0.6874E-17  0.5385E-17  0.1141E-16  0.6892E-17  0.8846E-17  0.7207E-18  0.1853E-18  0.1256E-17  0.7300E-19  0.5276E-21  0.8390E-17  0.4996E-13  0.3917E-15  0.1659E-15  0.6519E-16  0.3119E-16  0.1794E-15  0.3820E-16  0.8194E-16  0.1403E-15  0.2359E-15  0.1931E-18  0.5855E-20  0.1066E-17
         632   78.50       1.883      0.1052E-12  0.4394E-14  0.2414E-14  0.1601E-14  0.9122E-15  0.6680E-15  0.4488E-15  0.2019E-15  0.7307E-16  0.1535E-16  0.3904E-17  0.3161E-17  0.1132E-16  0.4422E-16  0.2713E-16  0.8181E-17  0.7134E-17  0.5592E-17  0.1186E-16  0.7163E-17  0.9297E-17  0.7521E-18  0.1957E-18  0.1334E-17  0.7875E-19  0.5810E-21  0.8595E-17  0.5013E-13  0.3957E-15  0.1677E-15  0.6627E-16  0.3184E-16  0.1828E-15  0.3902E-16  0.8410E-16  0.1443E-15  0.2442E-15  0.2019E-18  0.6275E-20  0.1126E-17
         633   79.05       1.900      0.1057E-12  0.4408E-14  0.2423E-14  0.1608E-14  0.9182E-15  0.6733E-15  0.4537E-15  0.2046E-15  0.7425E-16  0.1563E-16  0.3980E-17  0.3265E-17  0.1171E-16  0.4572E-16  0.2809E-16  0.8480E-17  0.7402E-17  0.5804E-17  0.1232E-16  0.7441E-17  0.9768E-17  0.7845E-18  0.2067E-18  0.1416E-17  0.8492E-19  0.6393E-21  0.8803E-17  0.5031E-13  0.3998E-15  0.1696E-15  0.6736E-16  0.3249E-16  0.1862E-15  0.3984E-16  0.8629E-16  0.1484E-15  0.2527E-15  0.2110E-18  0.6723E-20  0.1190E-17
         634   79.60       1.917      0.1061E-12  0.4421E-14  0.2432E-14  0.1615E-14  0.9241E-15  0.6786E-15  0.4586E-15  0.2073E-15  0.7542E-16  0.1590E-16  0.4055E-17  0.3371E-17  0.1211E-16  0.4726E-16  0.2908E-16  0.8789E-17  0.7677E-17  0.6024E-17  0.1280E-16  0.7728E-17  0.1026E-16  0.8180E-18  0.2181E-18  0.1503E-17  0.9152E-19  0.7031E-21  0.9013E-17  0.5049E-13  0.4040E-15  0.1715E-15  0.6848E-16  0.3316E-16  0.1897E-15  0.4067E-16  0.8852E-16  0.1525E-15  0.2615E-15  0.2205E-18  0.7199E-20  0.1257E-17
         635   80.15       1.935      0.1066E-12  0.4435E-14  0.2441E-14  0.1621E-14  0.9300E-15  0.6838E-15  0.4635E-15  0.2100E-15  0.7660E-16  0.1618E-16  0.4131E-17  0.3480E-17  0.1251E-16  0.4883E-16  0.3009E-16  0.9106E-17  0.7961E-17  0.6250E-17  0.1329E-16  0.8024E-17  0.1077E-16  0.8526E-18  0.2302E-18  0.1595E-17  0.9859E-19  0.7728E-21  0.9227E-17  0.5068E-13  0.4082E-15  0.1735E-15  0.6962E-16  0.3384E-16  0.1932E-15  0.4152E-16  0.9079E-16  0.1567E-15  0.2704E-15  0.2303E-18  0.7704E-20  0.1327E-17
         636   80.71       1.953      0.1070E-12  0.4448E-14  0.2450E-14  0.1628E-14  0.9358E-15  0.6890E-15  0.4683E-15  0.2127E-15  0.7778E-16  0.1646E-16  0.4208E-17  0.3591E-17  0.1293E-16  0.5044E-16  0.3113E-16  0.9432E-17  0.8253E-17  0.6482E-17  0.1380E-16  0.8329E-17  0.1130E-16  0.8884E-18  0.2428E-18  0.1691E-17  0.1062E-18  0.8487E-21  0.9443E-17  0.5087E-13  0.4125E-15  0.1754E-15  0.7078E-16  0.3453E-16  0.1968E-15  0.4237E-16  0.9309E-16  0.1611E-15  0.2796E-15  0.2405E-18  0.8242E-20  0.1401E-17
         637   81.27       1.971      0.1075E-12  0.4461E-14  0.2458E-14  0.1634E-14  0.9415E-15  0.6941E-15  0.4732E-15  0.2154E-15  0.7897E-16  0.1674E-16  0.4285E-17  0.3706E-17  0.1336E-16  0.5209E-16  0.3219E-16  0.9766E-17  0.8553E-17  0.6721E-17  0.1432E-16  0.8642E-17  0.1186E-16  0.9253E-18  0.2559E-18  0.1793E-17  0.1142E-18  0.9316E-21  0.9662E-17  0.5105E-13  0.4169E-15  0.1775E-15  0.7197E-16  0.3523E-16  0.2004E-15  0.4323E-16  0.9542E-16  0.1654E-15  0.2891E-15  0.2511E-18  0.8813E-20  0.1478E-17
         638   81.83       1.990      0.1079E-12  0.4473E-14  0.2467E-14  0.1640E-14  0.9471E-15  0.6991E-15  0.4780E-15  0.2181E-15  0.8015E-16  0.1703E-16  0.4362E-17  0.3822E-17  0.1380E-16  0.5378E-16  0.3329E-16  0.1011E-16  0.8862E-17  0.6968E-17  0.1486E-16  0.8965E-17  0.1243E-16  0.9634E-18  0.2698E-18  0.1900E-17  0.1229E-18  0.1022E-20  0.9883E-17  0.5125E-13  0.4214E-15  0.1795E-15  0.7317E-16  0.3595E-16  0.2040E-15  0.4411E-16  0.9779E-16  0.1699E-15  0.2988E-15  0.2621E-18  0.9419E-20  0.1559E-17
         639   82.40       2.008      0.1084E-12  0.4485E-14  0.2475E-14  0.1646E-14  0.9526E-15  0.7041E-15  0.4827E-15  0.2208E-15  0.8134E-16  0.1731E-16  0.4440E-17  0.3942E-17  0.1425E-16  0.5551E-16  0.3441E-16  0.1046E-16  0.9180E-17  0.7221E-17  0.1542E-16  0.9297E-17  0.1303E-16  0.1003E-17  0.2842E-18  0.2012E-17  0.1321E-18  0.1120E-20  0.1011E-16  0.5144E-13  0.4260E-15  0.1816E-15  0.7440E-16  0.3668E-16  0.2077E-15  0.4499E-16  0.1002E-15  0.1744E-15  0.3087E-15  0.2735E-18  0.1006E-19  0.1644E-17
         640   82.97       2.027      0.1089E-12  0.4497E-14  0.2483E-14  0.1652E-14  0.9581E-15  0.7091E-15  0.4875E-15  0.2235E-15  0.8253E-16  0.1760E-16  0.4518E-17  0.4064E-17  0.1471E-16  0.5728E-16  0.3556E-16  0.1083E-16  0.9506E-17  0.7481E-17  0.1599E-16  0.9639E-17  0.1366E-16  0.1043E-17  0.2993E-18  0.2131E-17  0.1419E-18  0.1227E-20  0.1033E-16  0.5164E-13  0.4306E-15  0.1837E-15  0.7564E-16  0.3742E-16  0.2114E-15  0.4588E-16  0.1026E-15  0.1791E-15  0.3188E-15  0.2853E-18  0.1074E-19  0.1733E-17
         641   83.55       2.047      0.1093E-12  0.4509E-14  0.2490E-14  0.1657E-14  0.9635E-15  0.7140E-15  0.4922E-15  0.2261E-15  0.8371E-16  0.1788E-16  0.4596E-17  0.4189E-17  0.1518E-16  0.5909E-16  0.3674E-16  0.1120E-16  0.9841E-17  0.7749E-17  0.1657E-16  0.9990E-17  0.1431E-16  0.1085E-17  0.3151E-18  0.2256E-17  0.1525E-18  0.1344E-20  0.1056E-16  0.5183E-13  0.4354E-15  0.1859E-15  0.7691E-16  0.3817E-16  0.2151E-15  0.4678E-16  0.1051E-15  0.1838E-15  0.3292E-15  0.2975E-18  0.1147E-19  0.1826E-17
         642   84.12       2.066      0.1098E-12  0.4520E-14  0.2498E-14  0.1663E-14  0.9688E-15  0.7188E-15  0.4969E-15  0.2288E-15  0.8490E-16  0.1817E-16  0.4675E-17  0.4317E-17  0.1566E-16  0.6095E-16  0.3796E-16  0.1158E-16  0.1019E-16  0.8024E-17  0.1718E-16  0.1035E-16  0.1498E-16  0.1128E-17  0.3317E-18  0.2387E-17  0.1637E-18  0.1470E-20  0.1079E-16  0.5204E-13  0.4402E-15  0.1881E-15  0.7820E-16  0.3894E-16  0.2189E-15  0.4769E-16  0.1076E-15  0.1885E-15  0.3399E-15  0.3101E-18  0.1223E-19  0.1924E-17
         643   84.71       2.085      0.1103E-12  0.4531E-14  0.2505E-14  0.1668E-14  0.9740E-15  0.7236E-15  0.5015E-15  0.2314E-15  0.8609E-16  0.1845E-16  0.4754E-17  0.4448E-17  0.1615E-16  0.6284E-16  0.3920E-16  0.1197E-16  0.1054E-16  0.8306E-17  0.1780E-16  0.1072E-16  0.1568E-16  0.1173E-17  0.3489E-18  0.2524E-17  0.1756E-18  0.1608E-20  0.1103E-16  0.5224E-13  0.4450E-15  0.1903E-15  0.7952E-16  0.3972E-16  0.2228E-15  0.4861E-16  0.1102E-15  0.1934E-15  0.3508E-15  0.3232E-18  0.1305E-19  0.2026E-17
         644   85.30       2.105      0.1107E-12  0.4541E-14  0.2512E-14  0.1674E-14  0.9791E-15  0.7283E-15  0.5061E-15  0.2341E-15  0.8727E-16  0.1874E-16  0.4833E-17  0.4581E-17  0.1666E-16  0.6478E-16  0.4047E-16  0.1237E-16  0.1090E-16  0.8596E-17  0.1844E-16  0.1110E-16  0.1641E-16  0.1219E-17  0.3670E-18  0.2669E-17  0.1884E-18  0.1757E-20  0.1126E-16  0.5245E-13  0.4500E-15  0.1926E-15  0.8085E-16  0.4051E-16  0.2266E-15  0.4954E-16  0.1127E-15  0.1983E-15  0.3620E-15  0.3367E-18  0.1391E-19  0.2132E-17
         645   85.89       2.125      0.1112E-12  0.4552E-14  0.2519E-14  0.1679E-14  0.9841E-15  0.7330E-15  0.5107E-15  0.2367E-15  0.8846E-16  0.1903E-16  0.4912E-17  0.4718E-17  0.1718E-16  0.6676E-16  0.4177E-16  0.1279E-16  0.1128E-16  0.8894E-17  0.1909E-16  0.1149E-16  0.1716E-16  0.1266E-17  0.3858E-18  0.2821E-17  0.2019E-18  0.1919E-20  0.1150E-16  0.5265E-13  0.4550E-15  0.1949E-15  0.8220E-16  0.4131E-16  0.2306E-15  0.5048E-16  0.1153E-15  0.2033E-15  0.3734E-15  0.3507E-18  0.1481E-19  0.2244E-17
         646   86.48       2.145      0.1117E-12  0.4561E-14  0.2526E-14  0.1684E-14  0.9891E-15  0.7376E-15  0.5153E-15  0.2393E-15  0.8964E-16  0.1932E-16  0.4992E-17  0.4857E-17  0.1770E-16  0.6878E-16  0.4311E-16  0.1321E-16  0.1166E-16  0.9200E-17  0.1977E-16  0.1190E-16  0.1795E-16  0.1314E-17  0.4055E-18  0.2981E-17  0.2164E-18  0.2095E-20  0.1174E-16  0.5286E-13  0.4602E-15  0.1972E-15  0.8358E-16  0.4213E-16  0.2345E-15  0.5142E-16  0.1180E-15  0.2084E-15  0.3850E-15  0.3652E-18  0.1578E-19  0.2360E-17
         647   87.08       2.166      0.1121E-12  0.4571E-14  0.2533E-14  0.1688E-14  0.9939E-15  0.7421E-15  0.5198E-15  0.2419E-15  0.9083E-16  0.1960E-16  0.5071E-17  0.4999E-17  0.1824E-16  0.7085E-16  0.4447E-16  0.1364E-16  0.1205E-16  0.9513E-17  0.2046E-16  0.1231E-16  0.1876E-16  0.1364E-17  0.4260E-18  0.3148E-17  0.2317E-18  0.2286E-20  0.1198E-16  0.5308E-13  0.4654E-15  0.1996E-15  0.8497E-16  0.4295E-16  0.2385E-15  0.5238E-16  0.1206E-15  0.2135E-15  0.3970E-15  0.3802E-18  0.1679E-19  0.2482E-17
         648   87.69       2.186      0.1126E-12  0.4580E-14  0.2539E-14  0.1693E-14  0.9987E-15  0.7466E-15  0.5242E-15  0.2445E-15  0.9201E-16  0.1989E-16  0.5151E-17  0.5145E-17  0.1879E-16  0.7296E-16  0.4587E-16  0.1408E-16  0.1245E-16  0.9835E-17  0.2118E-16  0.1273E-16  0.1960E-16  0.1415E-17  0.4474E-18  0.3324E-17  0.2481E-18  0.2492E-20  0.1223E-16  0.5329E-13  0.4706E-15  0.2020E-15  0.8639E-16  0.4379E-16  0.2425E-15  0.5334E-16  0.1233E-15  0.2187E-15  0.4092E-15  0.3956E-18  0.1787E-19  0.2610E-17
         649   88.30       2.206      0.1131E-12  0.4587E-14  0.2543E-14  0.1696E-14  0.1002E-14  0.7501E-15  0.5281E-15  0.2469E-15  0.9310E-16  0.2016E-16  0.5227E-17  0.5289E-17  0.1934E-16  0.7506E-16  0.4727E-16  0.1453E-16  0.1285E-16  0.1016E-16  0.2189E-16  0.1316E-16  0.2046E-16  0.1467E-17  0.4694E-18  0.3505E-17  0.2653E-18  0.2715E-20  0.1246E-16  0.5350E-13  0.4758E-15  0.2043E-15  0.8779E-16  0.4462E-16  0.2464E-15  0.5427E-16  0.1260E-15  0.2239E-15  0.4213E-15  0.4113E-18  0.1900E-19  0.2741E-17
